"species"	"decimallatitude"	"decimallongitude"	"class"
"415"	"Tupaia montana"	6.05	116.8	"Mammalia"
"416"	"Galeopterus variegatus"	5.28333	117.55	"Mammalia"
"417"	"Sundasciurus lowii"	5.28333	117.55	"Mammalia"
"418"	"Arctogalidia trivirgata"	5.28333	117.55	"Mammalia"
"419"	"Hylobates funereus"	2.91667	114.66667	"Mammalia"
"420"	"Nannosciurus melanotis"	-1.15	114.83334	"Mammalia"
"421"	"Echinosorex gymnura"	5.83333	118.11667	"Mammalia"
"422"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"423"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"424"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"425"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"426"	"Paradoxurus hermaphroditus"	5.83333	118.23333	"Mammalia"
"427"	"Callosciurus notatus"	5.83333	118.23333	"Mammalia"
"428"	"Hylobates muelleri"	-3	116.2	"Mammalia"
"429"	"Taphozous melanopogon"	5.88333	118.13333	"Mammalia"
"430"	"Presbytis sabana"	5.58333	118.06667	"Mammalia"
"431"	"Mydaus javanensis"	5.9	118.11667	"Mammalia"
"432"	"Trichys fasciculata"	5.58333	118.06667	"Mammalia"
"433"	""	5.58333	118.06667	"Mammalia"
"434"	"Tupaia tana"	5.53333	118.55	"Mammalia"
"435"	"Tupaia tana"	5.53333	118.55	"Mammalia"
"436"	"Prionodon linsang"	3.75	115.45	"Mammalia"
"437"	"Tupaia glis"	5.58333	118.06667	"Mammalia"
"438"	"Tupaia glis"	5.58333	118.06667	"Mammalia"
"439"	"Tupaia minor"	5.53333	118.55	"Mammalia"
"440"	"Exilisciurus exilis"	5.53333	118.55	"Mammalia"
"441"	"Sundasciurus lowii"	5.53333	118.55	"Mammalia"
"442"	"Callosciurus prevostii"	5.53333	118.55	"Mammalia"
"443"	"Callosciurus notatus"	5.58333	118.06667	"Mammalia"
"444"	"Hipposideros dyacorum"	5.53333	118.55	"Mammalia"
"445"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"446"	"Emballonura monticola"	5.58333	118.06667	"Mammalia"
"447"	"Myotis macrotarsus"	4.46667	118.6	"Mammalia"
"448"	"Nannosciurus melanotis"	1.48333	110.33333	"Mammalia"
"449"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"450"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"451"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"452"	"Niviventer cremoriventer"	1.48333	110.33333	"Mammalia"
"453"	"Cynopterus brachyotis"	-1.25	111.8	"Mammalia"
"454"	"Sotalia fluviatilis"	1.71667	110.3	"Mammalia"
"455"	"Tupaia minor"	3.55	115.55	"Mammalia"
"456"	"Ratufa affinis"	3.31667	114.78333	"Mammalia"
"457"	"Callosciurus notatus"	3.31667	114.78333	"Mammalia"
"458"	"Sundamys muelleri"	5.98333	116.53333	"Mammalia"
"459"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"460"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"461"	"Suncus etruscus"	6.05	116.8	"Mammalia"
"462"	"Leopoldamys sabanus"	6.05	116.8	"Mammalia"
"463"	"Iomys horsfieldii"	5.98333	116.53333	"Mammalia"
"464"	"Tupaia minor"	5.58333	118.06667	"Mammalia"
"465"	"Muntiacus atherodes"	5.53333	118.55	"Mammalia"
"466"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"467"	"Niviventer cremoriventer"	6.05	116.8	"Mammalia"
"468"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"469"	"Sundasciurus lowii"	6	116.68	"Mammalia"
"470"	"Maxomys rajah"	4.56	117.48	"Mammalia"
"471"	"Taphozous melanopogon"	6.70120700029339	116.979526850433	"Mammalia"
"472"	"Megaderma spasma"	6.70120700029339	116.979526850433	"Mammalia"
"473"	"Arctictis binturong"	0	110	"Mammalia"
"474"	"Callosciurus prevostii"	3.00936	113.77358	"Mammalia"
"475"	"Cynogale bennettii"	3.00936	113.77358	"Mammalia"
"476"	"Echinosorex gymnura"	3.00936	113.77358	"Mammalia"
"477"	"Hylobates muelleri"	1.52961	110.34429	"Mammalia"
"478"	"Hylobates muelleri"	3.00936	113.77358	"Mammalia"
"479"	"Pongo pygmaeus"	0	110	"Mammalia"
"480"	"Ratufa affinis"	4.1833	114.3167	"Mammalia"
"481"	"Sundasciurus brookei"	3.80002	114.43997	"Mammalia"
"482"	"Sundamys muelleri"	-1.51667	111.5	"Mammalia"
"483"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"484"	""	-1.51667	111.5	"Mammalia"
"485"	""	-1.51667	111.5	"Mammalia"
"486"	"Nannosciurus melanotis"	-1.51667	111.5	"Mammalia"
"487"	""	-1.51667	111.5	"Mammalia"
"488"	"Leopoldamys sabanus"	-1.51667	111.5	"Mammalia"
"489"	""	-1.51667	111.5	"Mammalia"
"490"	"Rattus argentiventer"	-1.51667	111.5	"Mammalia"
"491"	"Rattus exulans"	-1.51667	111.5	"Mammalia"
"492"	""	-1.51667	111.5	"Mammalia"
"493"	"Rattus rattus"	-1.55	112.58333	"Mammalia"
"494"	"Myotis ridleyi"	5.86667	117.93333	"Mammalia"
"495"	"Miniopterus paululus"	5.51667	118.06667	"Mammalia"
"496"	"Miniopterus paululus"	5.51667	118.06667	"Mammalia"
"497"	"Hipposideros ater"	5.51667	118.21667	"Mammalia"
"498"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"499"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"500"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"501"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"502"	"Cynopterus brachyotis"	-3.41667	114.41667	"Mammalia"
"503"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"504"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"505"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"506"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"507"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"508"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"509"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"510"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"511"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"512"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"513"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"514"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"515"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"516"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"517"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"518"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"519"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"520"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"521"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"522"	"Nycteris javanica"	4.93333	114.96667	"Mammalia"
"523"	"Rhinolophus borneensis"	3.8667	113.7167	"Mammalia"
"524"	"Maxomys surifer"	-2.63333	115.41666	"Mammalia"
"525"	"Pongo pygmaeus"	5.87049	117.91778	"Mammalia"
"526"	"Sus barbatus"	1.72373	110.43153	"Mammalia"
"527"	"Callosciurus prevostii"	-2.5189	111.81301	"Mammalia"
"528"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"529"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"530"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"531"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"532"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"533"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"534"	"Hipposideros diadema"	2.6533	113.0514	"Mammalia"
"535"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"536"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"537"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"538"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"539"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"540"	"Emballonura alecto"	4.39926	117.88958	"Mammalia"
"541"	"Thoopterus nigrescens"	2.90217	119.69732	"Mammalia"
"542"	"Tupaia glis"	4.41667	118.017	"Mammalia"
"543"	"Arctogalidia trivirgata"	6.05667	116.68682	"Mammalia"
"544"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"545"	"Presbytis rubicunda"	-1.21333	110.09533	"Mammalia"
"546"	"Exilisciurus exilis"	4.39976	117.88723	"Mammalia"
"547"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"548"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"549"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"550"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"551"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"552"	""	4.40163	117.88826	"Mammalia"
"553"	"Pongo pygmaeus"	-1.225	110.105	"Mammalia"
"554"	"Macaca fascicularis"	4.45387	117.94833	"Mammalia"
"555"	"Macaca fascicularis"	-1.61444	108.86306	"Mammalia"
"556"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"557"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"558"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"559"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"560"	"Maxomys surifer"	2.85	115.8	"Mammalia"
"561"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"562"	"Chrotomys whiteheadi"	2.67	115.62	"Mammalia"
"563"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"564"	"Sundamys muelleri"	2.85	115.8	"Mammalia"
"565"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
"566"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
"567"	"Cynopterus brachyotis"	-0.83	117	"Mammalia"
"568"	"Aethalops alecto"	2.85	115.8	"Mammalia"
"569"	"Hipposideros ater"	5.083	118.667	"Mammalia"
"570"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"571"	"Rhinolophus borneensis"	-0.833	117	"Mammalia"
"572"	"Rhinolophus borneensis"	-0.833	117	"Mammalia"
"573"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"574"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"575"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"576"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"577"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"578"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"579"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"580"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"581"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"582"	"Dendrogale melanura"	6.08	116.55	"Mammalia"
"583"	"Trachypithecus cristatus"	-2.63	115.45	"Mammalia"
"584"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"585"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"586"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"587"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"588"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"589"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"590"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"591"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"592"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"593"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"594"	"Tragulus kanchil"	6.02	116.87	"Mammalia"
"595"	"Murina suilla"	2.6533	113.0514	"Mammalia"
"596"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"597"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"598"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"599"	"Tupaia tana"	6.02	116.87	"Mammalia"
"600"	"Tupaia tana"	6.02	116.87	"Mammalia"
"601"	"Tupaia minor"	6	116.68	"Mammalia"
"602"	"Tupaia minor"	2.18	117.47	"Mammalia"
"603"	"Tupaia tana"	6	116.68	"Mammalia"
"604"	"Eonycteris spelaea"	-2.63	115.45	"Mammalia"
"605"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"606"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"607"	"Callosciurus notatus"	5.95	116.68	"Mammalia"
"608"	"Callosciurus notatus"	6.02	116.87	"Mammalia"
"609"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"610"	"Tupaia gracilis"	6	116.68	"Mammalia"
"611"	"Tupaia montana"	5.98	116.53	"Mammalia"
"612"	"Tupaia montana"	5.98	116.53	"Mammalia"
"613"	"Rhinolophus borneensis"	3.0933	113.6711	"Mammalia"
"614"	"Leopoldamys sabanus"	6.02	116.87	"Mammalia"
"615"	"Leopoldamys sabanus"	6.02	116.87	"Mammalia"
"616"	"Niviventer cremoriventer"	6.02	116.87	"Mammalia"
"617"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"618"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"619"	"Nasalis larvatus"	1	114	"Mammalia"
"620"	"Maxomys surifer"	-2.7	115.47	"Mammalia"
"621"	"Rattus tanezumi"	-2.63	115.45	"Mammalia"
"622"	"Rattus tanezumi"	-1.08	110.68	"Mammalia"
"623"	"Rattus tiomanicus"	2.6533	113.0514	"Mammalia"
"624"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"625"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"626"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"627"	"Tupaia longipes"	-2.35	110.37	"Mammalia"
"628"	"Tupaia longipes"	0.5	117.15	"Mammalia"
"629"	"Rhinolophus sedulus"	1.61175	110.19589	"Mammalia"
"630"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"631"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"632"	"Hipposideros cervinus"	1.71653	110.44442	"Mammalia"
"633"	"Rhinolophus sedulus"	1.11681	110.21392	"Mammalia"
"634"	"Tupaia tana"	-1.51667	111.5	"Mammalia"
"635"	"Lariscus insignis"	-1.51667	111.5	"Mammalia"
"636"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"637"	""	-1.51667	111.5	"Mammalia"
"638"	"Nannosciurus melanotis"	-1.51667	111.5	"Mammalia"
"639"	"Rattus exulans"	-1.51667	111.5	"Mammalia"
"640"	""	-1.51667	111.5	"Mammalia"
"641"	"Cynopterus brachyotis"	5.98333	116.53333	"Mammalia"
"642"	"Cynopterus brachyotis"	5.98333	116.53333	"Mammalia"
"643"	"Cynopterus brachyotis"	2.15	111.61667	"Mammalia"
"644"	"Saccolaimus saccolaimus"	2.15	111.61667	"Mammalia"
"645"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"646"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"647"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"648"	"Sundasciurus lowii"	4.41667	118.017	"Mammalia"
"649"	"Taphozous melanopogon"	6.70120700029339	116.979526850433	"Mammalia"
"650"	"Taphozous melanopogon"	6.70120700029339	116.979526850433	"Mammalia"
"651"	"Taphozous melanopogon"	6.70120700029339	116.979526850433	"Mammalia"
"652"	"Megaderma spasma"	6.70120700029339	116.979526850433	"Mammalia"
"653"	"Exilisciurus whiteheadi"	3.43333	115.45	"Mammalia"
"654"	"Arctogalidia trivirgata"	3.75	115.51667	"Mammalia"
"655"	"Presbytis hosei"	3.75	115.51667	"Mammalia"
"656"	"Sundamys muelleri"	6.16667	116.23333	"Mammalia"
"657"	"Rattus rattus"	6.08333	116.55	"Mammalia"
"658"	"Viverra tangalunga"	2.85	114.85	"Mammalia"
"659"	"Ratufa affinis"	2.86667	114.61667	"Mammalia"
"660"	"Callosciurus notatus"	6.2	116.23333	"Mammalia"
"661"	"Presbytis rubicunda"	4.41667	117.48333	"Mammalia"
"662"	"Sundamys muelleri"	4.41667	117.48333	"Mammalia"
"663"	"Rattus exulans"	3.75	115.45	"Mammalia"
"664"	"Rattus baluensis"	6.06667	116.56667	"Mammalia"
"665"	"Sundasciurus lowii"	5.28333	117.55	"Mammalia"
"666"	"Callosciurus prevostii"	5.28333	117.55	"Mammalia"
"667"	"Rattus rattus"	3.75	115.45	"Mammalia"
"668"	"Chrotomys whiteheadi"	3.75	115.45	"Mammalia"
"669"	"Callosciurus notatus"	6.16667	116.23333	"Mammalia"
"670"	"Rattus rattus"	6.16667	116.23333	"Mammalia"
"671"	"Macaca nemestrina"	2.7	114.65	"Mammalia"
"672"	"Sundasciurus brookei"	4.85	115.4	"Mammalia"
"673"	"Callosciurus prevostii"	6.56667	116.8	"Mammalia"
"674"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"675"	"Tupaia tana"	5.83333	118.11667	"Mammalia"
"676"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"677"	"Sundasciurus hippurus"	5.83333	118.11667	"Mammalia"
"678"	"Tragulus javanicus"	5.83333	118.23333	"Mammalia"
"679"	"Tragulus napu"	5.83333	118.23333	"Mammalia"
"680"	"Hylobates funereus"	5.83333	118.23333	"Mammalia"
"681"	"Mydaus javanensis"	5.83333	118.23333	"Mammalia"
"682"	"Paradoxurus hermaphroditus"	5.83333	118.23333	"Mammalia"
"683"	"Callosciurus notatus"	5.83333	118.23333	"Mammalia"
"684"	"Dendrogale melanura"	6.08333	116.55	"Mammalia"
"685"	"Exilisciurus exilis"	3.16667	113.03333	"Mammalia"
"686"	"Pongo pygmaeus"	5.53333	118.08333	"Mammalia"
"687"	"Hylobates funereus"	5.53333	118.55	"Mammalia"
"688"	"Nasalis larvatus"	6.88333	117.03333	"Mammalia"
"689"	"Hemigalus derbyanus"	5.58333	118.06667	"Mammalia"
"690"	"Echinosorex gymnura"	5.58333	118.06667	"Mammalia"
"691"	"Sus barbatus"	5.53333	118.55	"Mammalia"
"692"	"Tupaia tana"	5.58333	118.06667	"Mammalia"
"693"	"Exilisciurus exilis"	5.58333	118.06667	"Mammalia"
"694"	"Sundasciurus lowii"	5.53333	118.55	"Mammalia"
"695"	"Sundasciurus hippurus"	5.58333	118.06667	"Mammalia"
"696"	"Sundasciurus hippurus"	5.58333	118.06667	"Mammalia"
"697"	"Callosciurus notatus"	5.53333	118.55	"Mammalia"
"698"	"Maxomys rajah"	5.58333	118.06667	"Mammalia"
"699"	"Emballonura monticola"	5.58333	118.06667	"Mammalia"
"700"	"Myotis macrotarsus"	4.46667	118.6	"Mammalia"
"701"	"Tupaia tana"	1.48333	110.33333	"Mammalia"
"702"	"Tupaia minor"	1.48333	110.33333	"Mammalia"
"703"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"704"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"705"	"Rattus exulans"	1.48333	110.33333	"Mammalia"
"706"	"Sundasciurus tenuis"	2.7	114.65	"Mammalia"
"707"	"Exilisciurus exilis"	2.7	114.65	"Mammalia"
"708"	"Orcaella brevirostris"	1.71667	110.3	"Mammalia"
"709"	"Mustela nudipes"	3.75	115.51667	"Mammalia"
"710"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"711"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"712"	"Ratufa affinis"	1.71667	111.8	"Mammalia"
"713"	"Sundasciurus tenuis"	1.71667	111.8	"Mammalia"
"714"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"715"	"Tupaia montana"	5.98333	116.53333	"Mammalia"
"716"	"Leopoldamys sabanus"	6.08333	116.55	"Mammalia"
"717"	"Niviventer cremoriventer"	6.05	116.8	"Mammalia"
"718"	"Hylomys suillus"	6.08333	116.55	"Mammalia"
"719"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"720"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"721"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"722"	"Hipposideros galeritus"	5.51667	118.3	"Mammalia"
"723"	"Hipposideros cervinus"	4.71667	118.15	"Mammalia"
"724"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"725"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"726"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"727"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"728"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"729"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"730"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"731"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"732"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"733"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"734"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"735"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"736"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"737"	"Cynopterus brachyotis"	-3.41667	114.41667	"Mammalia"
"738"	"Rattus tiomanicus"	-3.41667	114.83333	"Mammalia"
"739"	"Rattus argentiventer"	-3.4	114.7	"Mammalia"
"740"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"741"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"742"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"743"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"744"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"745"	"Eonycteris spelaea"	-0.43333	117.09167	"Mammalia"
"746"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"747"	"Cynopterus brachyotis"	-0.38333	116.975	"Mammalia"
"748"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"749"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"750"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"751"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"752"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"753"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"754"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"755"	"Megaerops ecaudatus"	4.93333	114.96667	"Mammalia"
"756"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"757"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"758"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"759"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"760"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"761"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"762"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"763"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"764"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"765"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"766"	"Rhinolophus trifoliatus"	4.93333	114.96667	"Mammalia"
"767"	"Hipposideros ridleyi"	4.93333	114.96667	"Mammalia"
"768"	"Tupaia glis"	1.53333	110.4	"Mammalia"
"769"	"Nasalis larvatus"	0	114	"Mammalia"
"770"	"Pongo pygmaeus"	0	114	"Mammalia"
"771"	"Eonycteris spelaea"	-2.63333	115.41666	"Mammalia"
"772"	"Pteropus vampyrus"	4.94718	117.68812	"Mammalia"
"773"	"Rousettus amplexicaudatus"	0.9	109.9	"Mammalia"
"774"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"775"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"776"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"777"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"778"	"Hylobates muelleri"	4.40008	117.89553	"Mammalia"
"779"	"Hylobates muelleri"	6	116.6	"Mammalia"
"780"	"Pongo pygmaeus"	5.52928	118.30862	"Mammalia"
"781"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"782"	"Presbytis rubicunda"	-1.30417	110.23222	"Mammalia"
"783"	""	4.40411	117.89235	"Mammalia"
"784"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"785"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"786"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"787"	"Macaca fascicularis"	4.39936	117.8893	"Mammalia"
"788"	"Hylobates muelleri"	0.8502	114.1546	"Mammalia"
"789"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"790"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"791"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"792"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"793"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"794"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"795"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"796"	"Crocidura foetida"	2.65333	113.0515	"Mammalia"
"797"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"798"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"799"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"800"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"801"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"802"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"803"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"804"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"805"	"Kerivoula lenis"	2.65333	113.0515	"Mammalia"
"806"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"807"	""	3.0933	113.6711	"Mammalia"
"808"	"Bunomys penitus"	2.90217	119.69732	"Mammalia"
"809"	""	2.90217	119.69732	"Mammalia"
"810"	"Balionycteris maculata"	2.85	115.8	"Mammalia"
"811"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"812"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"813"	"Maxomys ochraceiventer"	2.67	115.62	"Mammalia"
"814"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"815"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"816"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"817"	"Niviventer cremoriventer"	2.85	115.8	"Mammalia"
"818"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"819"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"820"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"821"	"Maxomys rajah"	2.67	115.62	"Mammalia"
"822"	""	2.85	115.8	"Mammalia"
"823"	"Balionycteris maculata"	2.85	115.8	"Mammalia"
"824"	"Myotis muricola"	5.083	118.667	"Mammalia"
"825"	"Myotis horsfieldii"	4.717	118.15	"Mammalia"
"826"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"827"	"Penthetor lucasi"	2.667	115.617	"Mammalia"
"828"	"Rhinolophus borneensis"	6	116.683	"Mammalia"
"829"	"Rhinolophus trifoliatus"	5.083	118.667	"Mammalia"
